update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1211,3100160,1491.8783179348552,2083,0.07067187726497651,0.19004349124134126,0.0,0.7668750286102295,1.9407281160354615,0.006346906581893563,-0.0018654183426406235,0.00015465690303244627,0.0030342632,1,0.07067187726497651,0.19004349124134126,0.0,0.7668750286102295
1212,3102720,1490.8347488561271,2085,0.032328125834465024,0.1032524556806647,0.0,0.43531250953674316,1.944616973400116,0.003510947315953672,0.0004970253285137005,1.884464063550695e-05,0.000724999,1,0.032328125834465024,0.1032524556806647,0.0,0.43531250953674316
1213,3105280,1505.7243539359129,2086,0.032328125834465024,0.10325245568066471,0.0,0.43531250953674316,1.942608642578125,0.0043652234598994255,0.00022690621844958513,2.6171290573984152e-05,0.00090069405,3,0.032328125834465024,0.10325245568066471,0.0,0.43531250953674316
1214,3107840,1495.433199830811,2088,0.062343749403953555,0.16074261227073042,0.0,0.6003124713897705,1.9412655711174012,0.006280314363539219,-0.00011697932350216434,0.00011032890365640924,0.0015411916,2,0.062343749403953555,0.16074261227073042,0.0,0.6003124713897705
1215,3110400,1492.8264177579501,2090,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.945204782485962,0.0028299577767029404,0.0007837374112568795,9.438234974368242e-06,0.000504043,3,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1216,3112960,1497.8986348407109,2092,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9458746314048767,0.0017113363835960626,0.00031773921946296466,6.652727051914553e-07,0.00011032853,1,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1217,3115520,1503.7712194413505,2093,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9458619475364685,0.00188997759250924,0.0003399888228159398,2.009344507314381e-06,0.00020414013,0,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1218,3118080,1479.3273862197418,2095,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9456623315811157,0.0023339335108175873,0.000356613114126958,1.434009871559283e-06,0.00015186731,0,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1219,3120640,1444.1148177866269,2097,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9454361081123352,0.002535991254262626,0.00020459764409679336,3.157480784921063e-06,0.0003238802,0,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1220,3123200,1496.425448248162,2099,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9456016182899476,0.003222394594922662,0.0006019950931658968,2.7005818537872982e-06,0.00029980764,1,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1221,3125760,1491.508821117731,2100,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705,1.9453218460083008,0.004752612905576825,-0.0003409493706385547,6.44638181256596e-05,0.00090455764,1,0.062343749403953555,0.1607426122707304,0.0,0.6003124713897705
1222,3128320,1488.8896771147422,2102,0.09065625071525574,0.19374810787634492,0.0,0.6003124713897705,1.9425575375556945,0.005790272494778037,-0.0006758629038813524,6.279229760366433e-05,0.00169782,2,0.09065625071525574,0.19374810787634492,0.0,0.6003124713897705
1223,3130880,1492.4908879175637,2104,0.09065625071525574,0.19374810787634492,0.0,0.6003124713897705,1.945658540725708,0.0030456784646958114,0.0004535679385298863,4.27290515290224e-06,0.00037206346,1,0.09065625071525574,0.19374810787634492,0.0,0.6003124713897705
1224,3133440,1501.4285514526528,2105,0.08009375035762786,0.1926409820805617,0.0,0.6003124713897705,1.9457154512405395,0.0023949437541887163,0.0004137616997468285,2.2932868432690155e-06,0.00026427646,2,0.08009375035762786,0.1926409820805617,0.0,0.6003124713897705
1225,3136000,1481.7663368828837,2107,0.08009375035762786,0.1926409820805617,0.0,0.6003124713897705,1.9458003640174866,0.0029493908863514663,0.0004477202717680484,8.190850508071889e-07,0.00013415799,0,0.08009375035762786,0.1926409820805617,0.0,0.6003124713897705
1226,3138560,1491.2148879583915,2109,0.1053906261920929,0.21264291964191676,0.0,0.6003124713897705,1.9430617451667787,0.006113705737516284,-0.00280170462501701,0.000425704014924122,0.003340646,1,0.1053906261920929,0.21264291964191676,0.0,0.6003124713897705
1227,3141120,1496.3605919933264,2111,0.08362500071525573,0.19964019026842955,0.0,0.6003124713897705,1.945636475086212,0.005478181876242161,0.0011349664127919823,7.1676427978673015e-06,0.0006927846,2,0.08362500071525573,0.19964019026842955,0.0,0.6003124713897705
1228,3143680,1491.4216026442014,2112,0.08362500071525573,0.19964019026842955,0.0,0.6003124713897705,1.9458135604858398,0.004605382680892944,0.0006682789186015725,5.425492918220698e-06,0.00039835513,0,0.08362500071525573,0.19964019026842955,0.0,0.6003124713897705
1229,3146240,1487.4693849109678,2114,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721,1.9353173971176147,0.016012745117768644,-0.002236034108136664,0.0006181914279295598,0.0040658657,2,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721
1230,3148800,1488.5022621247838,2116,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721,1.9454917192459107,-0.0025726732332259417,-0.0003608311537391273,4.742124838230666e-06,0.0003893103,0,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721
1231,3151360,1511.021462508229,2117,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721,1.9457170963287354,0.0016811487264931202,0.00012342732443357818,2.0983515355510463e-06,0.00038962177,0,0.11843750178813935,0.23887257922209532,0.0,0.6962500214576721
1232,3153920,1481.1484391714775,2119,0.11843750178813935,0.2388725792220953,0.0,0.6962500214576721,1.945836114883423,0.0002850750090146903,4.5931104432384016e-05,1.5118283045012504e-06,0.00023099905,1,0.11843750178813935,0.2388725792220953,0.0,0.6962500214576721
1233,3156480,1486.031850247261,2121,0.08842187821865082,0.21272134171496074,0.0,0.6962500214576721,1.9443134188652038,0.0033981408923864365,6.289368793659378e-05,5.252572118479293e-05,0.0015114446,3,0.08842187821865082,0.21272134171496074,0.0,0.6962500214576721
1234,3159040,1494.3954684156504,2123,0.08842187821865082,0.21272134171496074,0.0,0.6962500214576721,1.9454259872436523,0.004959941562265158,0.0011108524107839913,9.632614001020556e-06,0.0007041149,1,0.08842187821865082,0.21272134171496074,0.0,0.6962500214576721
1235,3161600,1494.2295151228311,2124,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863,1.9401310443878175,0.01143330535851419,-0.003962976357433945,0.00034763758012559267,0.004712698,4,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863
1236,3164160,1479.65396435216,2126,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863,1.944984209537506,0.0002964413535664789,0.00013473834260366858,1.8770507585941233e-05,0.0007363653,1,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863
1237,3166720,1491.2140595579112,2128,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863,1.9451986789703368,0.0020577098708599805,0.000545954353583511,5.818551198899513e-06,0.00046297262,0,0.12687500417232514,0.2579619913808667,0.0,0.7690625190734863
1238,3169280,1490.8103238863025,2130,0.16798437833786012,0.29702275535889777,0.0,0.8221874833106995,1.9413982152938842,0.005944233352784068,-0.0030214621117920617,0.001005195018797167,0.00450412,1,0.16798437833786012,0.29702275535889777,0.0,0.8221874833106995
1239,3171840,1479.0600338337129,2131,0.16798437833786012,0.29702275535889777,0.0,0.8221874833106995,1.945283043384552,0.002326360484585166,0.0004062204359797761,3.1596645385434385e-06,0.0003781138,0,0.16798437833786012,0.29702275535889777,0.0,0.8221874833106995
1240,3174400,1493.141127002997,2133,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995,1.9455520033836364,0.0014434076147153974,0.0003630301682278514,2.3231284558278276e-06,0.0002723683,1,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995
1241,3176960,1507.2499788386808,2135,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995,1.9458083748817443,0.0014643831877037884,0.0002980101140565239,1.1074640724473284e-06,0.00019062395,1,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995
1242,3179520,1487.7146381566413,2136,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995,1.945861577987671,0.0007042807352263481,0.0001287875764319324,1.1836846340429475e-06,0.0001416826,1,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995
1243,3182080,1477.518328247008,2138,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995,1.9458818078041076,0.0005491001065820456,0.00016060998459579423,1.1984485183802463e-06,0.0001776022,1,0.13967187702655792,0.2844311528724961,0.0,0.8221874833106995
1244,3184640,1487.7426722486596,2140,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995,1.9458862900733949,0.00011284694191999733,6.551021383529587e-05,1.6534279836832865e-06,0.00016404291,2,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995
1245,3187200,1502.5793119526738,2142,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995,1.9458983302116395,0.00034343088627792896,1.594834641309717e-05,8.219638459650014e-07,0.0001508789,0,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995
1246,3189760,1504.2249942667402,2143,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995,1.945901370048523,0.0004213450403767638,6.997848213359248e-05,1.1896004252776038e-06,0.00016613005,1,0.1143750011920929,0.27300006322182624,0.0,0.8221874833106995
1247,3192320,1477.4992170398548,2145,0.07956250011920929,0.2388352557153209,0.0,0.8221874833106995,1.9459065198898315,0.0005488801922183484,4.418504777277121e-05,9.148198984121336e-07,0.00012868151,2,0.07956250011920929,0.2388352557153209,0.0,0.8221874833106995
1248,3194880,1469.7010341846508,2147,0.07956250011920929,0.2388352557153209,0.0,0.8221874833106995,1.9458202362060546,0.0009709728765301406,0.00016445626533823088,5.507315108843613e-06,0.00036746153,0,0.07956250011920929,0.2388352557153209,0.0,0.8221874833106995
1249,3197440,1499.5705141481628,2148,0.09698437452316284,0.24502435807714182,0.0,0.8221874833106995,1.9335717916488648,0.01711756084114313,-0.002855921851005405,0.0006644571592914871,0.006131544,2,0.09698437452316284,0.24502435807714182,0.0,0.8221874833106995
1250,3200000,1485.6292710004896,2150,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995,1.9425436854362488,0.004956309811677784,-0.0008216465736040846,2.552455753175309e-05,0.0016262379,1,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995
1251,3202560,1497.2039532899487,2152,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995,1.944570207595825,0.0023955543350894005,0.0001751686373609118,3.7588171289826276e-05,0.0009821424,0,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995
1252,3205120,1500.4076444727148,2154,0.12800000011920928,0.26888340511182457,0.0,0.8221874833106995,1.94549720287323,0.0010553752421401442,0.00022325015543174233,1.8812756115949016e-05,0.00068844314,1,0.12800000011920928,0.26888340511182457,0.0,0.8221874833106995
1253,3207680,1502.8003370217245,2155,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995,1.9454546213150024,0.002542436320800334,0.000528789397503715,1.5249555212903943e-05,0.00076992455,1,0.12800000011920928,0.2688834051118246,0.0,0.8221874833106995
1254,3210240,1490.4252189501635,2157,0.10167187452316284,0.22740398032413614,0.0,0.8221874833106995,1.941147780418396,0.006455516908317804,-0.000501260906457901,0.0001787161334505072,0.002165479,2,0.10167187452316284,0.22740398032413614,0.0,0.8221874833106995
1255,3212800,1489.217806229201,2159,0.10167187452316284,0.22740398032413614,0.0,0.8221874833106995,1.9456581354141236,-0.0034958009608089926,-0.000524392310762778,3.389814423826465e-06,0.00034376688,3,0.10167187452316284,0.22740398032413614,0.0,0.8221874833106995
1256,3215360,1438.5797455540012,2161,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.945867931842804,4.995636700186878e-05,-6.0563143324543486e-05,2.180809224228142e-06,0.00016046304,1,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1257,3217920,1500.248528278171,2162,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.9457889199256897,0.0009681201743660494,-0.0002402337901003193,1.0229981808151933e-05,0.0003628027,0,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1258,3220480,1506.896303272786,2164,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.9453430652618409,0.0023561243200674654,0.0001971592108020559,3.86608222470386e-05,0.00095652894,1,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1259,3223040,1502.111189110349,2166,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.945261263847351,0.002812622394412756,0.0007161234709201381,1.578132687427569e-05,0.00072555157,0,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1260,3225600,1503.7440522005877,2167,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.9455196499824523,0.002465010550804436,0.0004633692849893123,5.244891053735046e-06,0.0003149885,0,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1261,3228160,1486.0670194686988,2169,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.9456445455551148,0.003497188608162105,0.0005382971314247698,2.2182989596331026e-06,0.00020195617,1,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1262,3230720,1488.6884108104211,2171,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929,1.9425077319145203,0.006699605099856854,-1.8641956557985395e-05,4.587814000842627e-05,0.0009904043,1,0.06056250035762787,0.15678747080397434,0.0,0.620312511920929
1263,3233280,1495.5102650238468,2173,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929,1.9455646753311158,-0.0006462353041570168,-0.0001315923855145229,3.0618834273354877e-06,0.0003002709,2,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929
1264,3235840,1499.6995326488645,2174,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929,1.9458851933479309,-0.0007444298884365707,-0.0001339728660241235,6.693776725796852e-07,9.613975e-05,1,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929
1265,3238400,1494.7210352527159,2176,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929,1.945904541015625,-0.000981426634825766,-0.00016009070313884876,2.80896034610123e-07,9.011696e-05,0,0.07332812547683716,0.16165499422662993,0.0,0.620312511920929
1266,3240960,1496.6834691428562,2178,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929,1.9459056615829469,-0.0004792106308741495,-7.328111751121469e-05,9.914790638276826e-07,0.00017220223,1,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929
1267,3243520,1495.2378647381165,2179,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929,1.9459052205085754,-0.0006138870085123926,-0.00010869221005123108,6.134420601711099e-07,0.00010232462,2,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929
1268,3246080,1482.9690654786066,2181,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929,1.945904266834259,-0.00044054913450963795,-8.671074592712103e-05,7.628837323636617e-07,0.00013064677,0,0.07332812547683716,0.16165499422662996,0.0,0.620312511920929
1269,3248640,1491.4410757181404,2183,0.055906251072883606,0.14937673205821447,0.0,0.620312511920929,1.9458991885185242,-0.0003035619083675556,8.50605883897515e-06,7.74184567831071e-07,0.00011597094,2,0.055906251072883606,0.14937673205821447,0.0,0.620312511920929
1270,3251200,1311.113077846581,2185,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858,1.9458996653556824,-1.4618351269746199e-05,-2.9708796637351044e-05,7.205800585552424e-07,0.000113374765,1,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858
1271,3253760,1219.6960159284708,2187,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858,1.9458821415901184,-8.171026274794713e-05,6.648610033153091e-05,2.5369213432213655e-06,0.00024255987,0,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858
1272,3256320,1271.9812459670927,2189,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858,1.9459065556526185,5.3736349582322876e-05,6.603387828363339e-06,4.209625174667053e-07,8.108347e-05,1,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858
1273,3258880,1350.3421236506538,2191,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858,1.9458975315093994,9.733901333675021e-05,8.03406942395668e-05,5.135452155968778e-07,0.00010205761,1,0.02489062547683716,0.07469935160699247,0.0,0.2553125023841858
1274,3261440,1408.4494018159987,2193,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858,1.9457353472709655,0.0005044945130066481,-2.254148198517214e-05,5.336837011782336e-06,0.00036740635,2,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858
1275,3264000,1427.4804800944225,2195,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858,1.9457632064819337,0.0012707251065876336,0.00019769631398958154,6.5054813148890386e-06,0.0004032782,3,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858
1276,3266560,1442.5262585440523,2196,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858,1.9457019567489624,0.001883614854887128,0.00018128631072613643,2.289106674879804e-06,0.00023582736,1,0.01276562511920929,0.05564406984575766,0.0,0.2553125023841858
1277,3269120,1491.9807235317478,2198,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279,1.9399474501609801,0.00839488608762622,-0.004582486487925053,0.0011377467744750902,0.004264278,1,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279
1278,3271680,1511.0901477860937,2200,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279,1.9447868704795837,0.003301024530082941,0.0006195107736857608,1.553462880110601e-05,0.00080290326,1,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279
1279,3274240,1518.2882825430515,2201,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279,1.9454042434692382,0.0006776090463972651,0.0001140239903179463,4.2963123178196835e-06,0.0005092628,0,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279
1280,3276800,1500.7083593062098,2203,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279,1.945587944984436,0.003205838962458074,0.000625585545640206,1.0923853596978007e-05,0.00058069266,0,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279
1281,3279360,1512.7854399544647,2205,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279,1.9453000664710998,0.003431481006555259,0.0005561515092267655,1.052352322403749e-05,0.00056356227,1,0.054515624046325685,0.18747938189787117,0.0,0.8349999785423279
1282,3281920,1519.7504292487274,2206,0.041749998927116394,0.18198402621623191,0.0,0.8349999785423279,1.9457637906074523,0.0033176977187395094,0.0006995421077590436,1.6321348596193276e-06,0.00027313386,1,0.041749998927116394,0.18198402621623191,0.0,0.8349999785423279
1283,3284480,1503.178396400576,2208,0.041749998927116394,0.18198402621623191,0.0,0.8349999785423279,1.9435683012008667,0.006105692428536713,-0.0015294816315872596,8.009968041733373e-05,0.002209831,2,0.041749998927116394,0.18198402621623191,0.0,0.8349999785423279
1284,3287040,1508.228527683842,2210,0.07098437249660491,0.21659972075133388,0.0,0.8349999785423279,1.9426170229911803,0.006238194566685706,-0.0023281565052457156,0.0005582094669080107,0.0037181913,2,0.07098437249660491,0.21659972075133388,0.0,0.8349999785423279
1285,3289600,1531.886922415382,2212,0.07098437249660491,0.21659972075133388,0.0,0.8349999785423279,1.945008432865143,0.002978430273651611,3.0528082606906534e-05,3.6587505837815117e-05,0.0011549144,0,0.07098437249660491,0.21659972075133388,0.0,0.8349999785423279
1286,3292160,1532.1907690849994,2213,0.07098437249660491,0.2165997207513339,0.0,0.8349999785423279,1.945570957660675,0.007170703588053584,0.0006000040080834879,2.2850189452583436e-05,0.0012163798,1,0.07098437249660491,0.2165997207513339,0.0,0.8349999785423279
1287,3294720,1505.9226498942655,2215,0.07098437249660491,0.2165997207513339,0.0,0.8349999785423279,1.9400344491004944,0.013935880735516548,0.000496910375659354,0.00030368968509719707,0.0028402798,2,0.07098437249660491,0.2165997207513339,0.0,0.8349999785423279
1288,3297280,1527.7082849585001,2217,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279,1.9435158014297484,0.007624790538102388,-0.0003198176324076485,4.357955144769221e-05,0.0013798667,1,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279
1289,3299840,1520.856643633982,2218,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279,1.9450384736061097,0.0036253844620659946,0.0011176694548339582,3.519168740240275e-05,0.0010933576,2,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279
1290,3302400,1505.3350939988159,2220,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279,1.9455941796302796,0.002631934511009604,0.00041048298589885235,1.2855760110142e-05,0.00051097095,1,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279
1291,3304960,1496.5201359624157,2222,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279,1.9456170439720153,0.0014760530088096858,0.0005168418472749181,6.159780434700224e-06,0.000426212,0,0.09609374701976776,0.2352229277321466,0.0,0.8349999785423279
1292,3307520,1527.8245817784027,2223,0.1398281216621399,0.28855821049973057,0.0,0.8746874928474426,1.9398531436920166,0.011442092061042786,-0.004625608207425103,0.0003148439194774255,0.0034798465,2,0.1398281216621399,0.28855821049973057,0.0,0.8746874928474426
1293,3310080,1517.0383230463576,2225,0.1398281216621399,0.28855821049973057,0.0,0.8746874928474426,1.945046031475067,-0.005188477551564574,-0.0008390442933887243,1.2522277211246547e-05,0.00056960393,0,0.1398281216621399,0.28855821049973057,0.0,0.8746874928474426
1294,3312640,1519.1836315436283,2227,0.1644843712449074,0.29651517489041085,0.0,0.8746874928474426,1.9399348258972169,0.0041642581694759425,-0.0029409391921944917,0.00042215101857436823,0.003410402,2,0.1644843712449074,0.29651517489041085,0.0,0.8746874928474426
1295,3315200,1522.3567665817638,2228,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.944596028327942,-0.0049721453804522754,-0.0006112795545050176,3.7672799226129425e-05,0.0010731341,2,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1296,3317760,1525.730041984716,2230,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.9454407691955566,-0.005640320898965001,-0.0010172760288696737,2.6775789592647927e-06,0.00037685083,1,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1297,3320320,1517.074760883178,2232,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.9457919955253602,-0.004679587250575423,-0.0007599972828757018,2.066822446522565e-06,0.0002347581,1,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1298,3322880,1525.967906607637,2234,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.945852315425873,-0.0034313566284254193,-0.0006262090144446119,1.7444176137360045e-06,0.00027197212,1,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1299,3325440,1509.2036811497444,2235,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.945641314983368,0.00011366252729203553,-0.00031888250023257567,3.291899465693859e-05,0.00096132624,0,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1300,3328000,1518.347538858327,2237,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.9453090310096741,0.002893305756151676,0.0003274953865911812,2.8584341907844647e-05,0.00083148264,0,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1301,3330560,1532.6907388375014,2239,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.9453956007957458,0.005606414866633713,0.0001633616164326668,2.3263195362233092e-05,0.00070241647,1,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1302,3333120,1510.354498196985,2240,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426,1.9452537298202515,0.0054919369984418155,0.0010427194531075657,1.2564934877445921e-05,0.0005872854,0,0.12273437231779098,0.2550517260627673,0.0,0.8746874928474426
1303,3335680,1512.5205595192465,2242,0.09349999874830246,0.23298044422203834,0.0,0.8746874928474426,1.9454012274742127,0.00463623832911253,0.0010071134252939372,5.287287194732926e-06,0.0004739025,2,0.09349999874830246,0.23298044422203834,0.0,0.8746874928474426
1304,3338240,1515.3627894347326,2244,0.09349999874830246,0.23298044422203837,0.0,0.8746874928474426,1.9443855285644531,0.00620567835867405,-0.00044685992470476775,0.00012985541952730272,0.0015328097,2,0.09349999874830246,0.23298044422203837,0.0,0.8746874928474426
1305,3340800,1504.2313161840552,2245,0.10670312345027924,0.23478294367288338,0.0,0.8746874928474426,1.9438369750976563,0.005682326201349497,0.0006600871885893867,1.010779592434119e-05,0.0004433111,1,0.10670312345027924,0.23478294367288338,0.0,0.8746874928474426
1306,3343360,1443.6125342688329,2247,0.10670312345027924,0.23478294367288338,0.0,0.8746874928474426,1.9392460107803344,0.010047494899481535,-0.00035579245804910896,5.47494260899839e-05,0.0013115724,0,0.10670312345027924,0.23478294367288338,0.0,0.8746874928474426
1307,3345920,1512.339053856582,2249,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284,1.9432524681091308,0.0049883843632414935,-0.0008993150026071816,0.00026219175279038607,0.0027419291,3,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284
1308,3348480,1511.3198528909816,2251,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284,1.945613944530487,0.0003323323602671735,-4.005331957159797e-05,5.762036994383379e-06,0.00038316858,1,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284
1309,3351040,1502.9576808685993,2252,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284,1.945441687107086,0.0006117765267845243,9.034360518853646e-05,3.768245699120598e-06,0.00036162144,1,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284
1310,3353600,1512.6371125295063,2254,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284,1.9456294298171997,0.001366337644867599,0.0002032739357673563,8.261677294285619e-06,0.0003567626,1,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284
1311,3356160,1526.1685337825575,2256,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284,1.9455660939216615,0.001856906560715288,0.0002061061986751156,5.466278662424884e-06,0.00032791364,0,0.1263749986886978,0.27934841994447546,0.0,0.8956249952316284
1312,3358720,1519.0024573013823,2257,0.08264062404632569,0.22118498314553364,0.0,0.8956249952316284,1.9450217604637146,0.002041015157010406,0.00039994662961362337,1.8040045711131823e-05,0.001025575,2,0.08264062404632569,0.22118498314553364,0.0,0.8956249952316284
1313,3361280,1511.1437393981641,2259,0.07249999940395355,0.20628008647645318,0.0,0.8956249952316284,1.9376688599586487,0.006943130679428577,-0.0010269439022522419,0.00019569886062527076,0.002546754,1,0.07249999940395355,0.20628008647645318,0.0,0.8956249952316284
1314,3363840,1459.875152021917,2261,0.07249999940395355,0.20628008647645318,0.0,0.8956249952316284,1.9372257113456726,0.01034961179830134,-0.003141388623043895,0.00026846856490010397,0.0035189185,2,0.07249999940395355,0.20628008647645318,0.0,0.8956249952316284
1315,3366400,1529.9104929647804,2262,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284,1.9392800807952881,0.004112469195388257,0.0004314146062824875,1.9868403614964337e-05,0.001297985,3,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284
1316,3368960,1511.977237722229,2264,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284,1.9452002763748169,0.0007353705179411918,0.0006508148260763846,9.915082137013087e-06,0.00083423965,0,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284
1317,3371520,1447.1756630574719,2266,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284,1.945603036880493,-0.00013238823376013898,-9.437105036340654e-05,5.898442077523214e-06,0.00038834935,1,0.10170312523841858,0.2146703609310011,0.0,0.8956249952316284
